month,n_days,t_mean,rh,wind,utci,demand,utci_shade,demand_shade,utci_plus15,demand_plus15,utci_shade_plus15,demand_shade_plus15,utci_plus25,demand_plus25,utci_shade_plus25,demand_shade_plus25,city,v_bar,v_need,v_need_plus15,v_need_plus25,shr,shr_plus15,shr_plus25,rta,inadequate_frac
4,300,18.611500000000003,58.370416666666664,4.033845833333333,20.864663800982058,0.7765487755214421,15.50098735088283,0.025213081590087352,22.593373128175436,1.2413031272766553,17.356645847248593,0.07588328839196593,23.755991598394846,1.6493752442984844,18.608296152081518,0.14438929948127163,svi_melbourne,1.864156619709778,0.16834809067178377,0.2691022354411903,0.357568232584625,1.6958085290379943,1.5950543842685878,1.506588387125153,11.073226980305888,0.0
5,310,14.9625,66.23548387096774,4.277870967741935,15.938598533277792,0.033864742681848095,10.889305906775364,0.0,17.711165443234417,0.10223873342141586,12.749550685987584,0.0,18.8948569026432,0.19505515463006937,13.999548953805132,0.0,svi_melbourne,1.864156619709778,0.0073415411256713406,0.022164345765196044,0.04228602747536626,1.8568150785841067,1.841992273944582,1.8218705922344118,253.91897801829884,0.0
6,300,12.387791666666665,72.33291666666666,3.940191666666667,13.178003689687287,0.0,8.435543503248509,0.0,14.944625559536183,0.0015387746716691098,10.265102945132515,0.0,16.119527048297833,0.012932296665981807,11.489062362544686,0.0,svi_melbourne,1.864156619709778,0.0,0.00033359112281858554,0.002803593953589329,1.864156619709778,1.8638230285869595,1.8613530257561888,,0.0
7,310,11.919879032258065,70.29717741935484,4.638435483870968,11.338709663515008,0.0,6.50484655387069,0.0,13.19708643386139,0.0009366223294682458,8.413764872330011,0.0,14.431737225441834,0.0037105410239280695,9.69058995756243,0.0,svi_melbourne,1.864156619709778,0.0,0.00020305045325795347,0.0008044085786088113,1.864156619709778,1.8639535692565201,1.8633522111311693,,0.0
8,310,13.067943548387097,65.96975806451613,4.699036290322581,12.84684537456203,0.0,7.777996503532775,0.0,14.688856975955504,0.0069442103536887095,9.68225498008106,0.0,15.913113830006836,0.021349363111665784,10.956450306593515,0.0,svi_melbourne,1.864156619709778,0.0,0.0015054360925129638,0.004628330673104392,1.864156619709778,1.8626511836172652,1.8595282890366738,,0.0
9,300,15.304708333333334,59.6825,4.86665,15.759658814077383,0.11849462286952803,10.276417585257976,0.0,17.580208681603732,0.24109166092760054,12.18878073885084,0.0,18.793405191142142,0.364206764360285,13.472333329260644,0.002694693091465865,svi_melbourne,1.864156619709778,0.02568846174738101,0.05226628651470966,0.07895642272905658,1.8384681579623972,1.8118903331950684,1.7852001969807214,72.56785704188117,0.0
10,310,18.07633064516129,56.53185483870968,4.754741935483871,20.198099566850402,1.0271648690951496,13.998257585791485,0.03272999085809937,21.978885190740456,1.5313835878012396,15.934339280841854,0.11509108200932482,23.173425960395008,1.9406015730917654,17.237071648147047,0.22129172885853568,svi_melbourne,1.864156619709778,0.2226791799409984,0.3319888089699603,0.42070321901581315,1.6414774397687797,1.5321678107398178,1.443453400693965,8.371490411468685,0.0
11,300,20.149625000000004,54.39333333333333,4.5973041666666665,22.36426340932055,2.1973782983228696,16.58365927340284,0.47565490920082265,24.16751446549121,2.8727301412597233,18.538000054351922,0.8232509297676603,25.38155341508583,3.3928300109596194,19.85446374158779,1.1296773334749537,svi_melbourne,1.864156619709778,0.4763698722696061,0.622779469289118,0.7355319747113654,1.387786747440172,1.24137715042066,1.1286246449984128,3.9132546540532287,0.008197010761611329
12,310,22.736653225806453,50.104838709677416,4.684133064516129,26.056832956923287,3.692124722218659,19.87567052300996,1.2928338474917922,27.86340927079875,4.605153973009143,21.85899308311645,1.8083875036558223,29.0837328248938,5.299612728371494,23.19493323596188,2.218207315789714,svi_melbourne,1.864156619709778,0.800416106625409,0.9983518138768371,1.148903600449485,1.0637405130843691,0.865804805832941,0.715253019260293,2.328984392342063,0.12227538777996522
1,310,29.253185483870965,68.72822580645162,2.950552419354839,36.63592976127604,10.713997624761216,31.280982381521355,5.429282162557905,38.56942911911634,12.594181799031702,33.36465075102367,7.399453701551926,39.93378915338621,13.941254307957593,34.82781473041044,8.836317343345673,svi_rio,1.3620799279382594,2.322688671267854,2.730293996042461,3.022325986849278,-0.9606087433295947,-1.3682140681042017,-1.6602460589110184,0.586423804786011,0.8836746148136078
2,283,28.896068904593637,70.08259717314488,2.784898409893993,36.502291921061314,10.52730453190399,31.09300418677906,5.163598088747833,38.41434138930121,12.415280085551018,33.163157477947024,7.168105764040613,39.76899095209262,13.768990952092622,34.62087602357187,8.620876023571862,svi_rio,1.3620799279382594,2.2822154560431955,2.6915098747718296,2.984980995823945,-0.9201355281049362,-1.3294299468335702,-1.6229010678856854,0.5968235489473783,0.8737711150942371
3,310,28.12870967741936,71.9358870967742,2.866491935483871,35.768446725681144,9.780788827522613,30.12840389558404,4.242303817225174,37.64094725204914,11.640947252049143,32.177546355476906,6.190687006810197,38.962874242393106,12.962874242393102,33.6174191861484,7.617419186148402,svi_rio,1.3620799279382594,2.1203782380207765,2.5236421784033953,2.810222869593679,-0.7582983100825171,-1.161562250465136,-1.4481429416554195,0.6423759230851496,0.8293773649810802
4,300,26.42533333333333,70.36,2.981345833333333,33.5588688948244,7.708378455064212,27.59045091547729,2.285686801638038,35.32124647904824,9.367477791204747,29.538779213205824,3.7850351190114337,36.54782856099942,10.565039900445473,30.88276480411389,4.978364756130751,svi_rio,1.3620799279382594,1.671100175535262,2.0307764950124674,2.290396110555836,-0.30902024759700253,-0.668696567074208,-0.9283161826175765,0.815079758759512,0.6687125450364818
5,310,24.59774193548387,70.77338709677419,2.769959677419355,31.31760721371509,5.675323165282533,25.42464996107602,1.1395392176594266,33.01123596602954,7.169684621841588,27.30407738054397,2.134219920182927,34.17859621523557,8.260968950654417,28.592752850182485,3.0502062600161275,svi_rio,1.3620799279382594,1.2303539055600217,1.554316682806428,1.7908963271595035,0.13172602237823772,-0.1922367548681687,-0.42881639922124415,1.107063521953287,0.4994477938913331
6,300,23.940541666666668,68.93083333333334,2.58645,30.37061826358621,5.118093416471969,24.550313157468555,0.8065366640383305,32.032681117075334,6.461287092593817,26.39103132296039,1.7006987803337943,33.17430437910822,7.441642710142163,27.648997230726447,2.4968059922400667,svi_rio,1.3620799279382594,1.109552009742486,1.4007431079779937,1.6132745053558322,0.25252791819577336,-0.038663180039734346,-0.2511945774175728,1.227594484961892,0.4506363949088407
7,310,23.664153225806455,66.37137096774194,2.859975806451613,29.93699816805097,4.799530164606467,23.864801683962995,0.6034543034559682,31.587411396430532,6.125125724087767,25.693180845380734,1.3538992708023132,32.71758430556328,7.0965439200661455,26.939077966716802,2.0538575560023196,svi_rio,1.3620799279382594,1.0404906488849657,1.327866649564153,1.538460502380386,0.3215892790532937,0.03421327837410648,-0.17638057444212651,1.309074646079638,0.421179367407166
8,310,23.93556451612903,65.59475806451613,3.227298387096774,29.656662141734323,4.99361470850308,23.868360364373697,0.9655285792082975,31.347705276801065,6.239949928400984,25.728253693320795,1.756245768689347,32.50462224406454,7.168576929670273,26.993300257856014,2.441862305740929,svi_rio,1.3620799279382594,1.0825662575574009,1.352759400886897,1.5540765461041743,0.2795136703808585,0.009320527051362326,-0.19199661816591496,1.258195439244085,0.4393025908424312
9,300,25.244666666666664,68.21041666666666,3.4210624999999997,31.243188222452027,6.034470888735045,25.75409194282676,1.7812588008946053,33.00102036712945,7.417096633667834,27.675978821377974,2.866659539632288,34.21026547913816,8.441481014075308,28.98929085034483,3.741851959646315,svi_rio,1.3620799279382594,1.308213578278904,1.6079531588568152,1.830029556362943,0.05386634965935544,-0.24587323091855584,-0.4679496284246836,1.0411755011213248,0.5312584867742111
10,310,25.631895161290323,72.36008064516129,3.625302419354839,31.072386246729206,5.7966229487889445,26.37319069791429,2.122157531602331,32.92593339300146,7.2751704510873045,28.384575464667176,3.2540369400790587,34.20848677567525,8.387450228716164,29.77156868203347,4.2405546461847,svi_rio,1.3620799279382594,1.2566504983767355,1.5771849668166908,1.8183162167255185,0.1054294295615239,-0.21510503887843146,-0.4562362887872591,1.0838971772165062,0.5098763420418952
11,300,25.870708333333333,73.31666666666666,3.45645,31.545420337903312,6.052920815958182,26.737319375498995,2.1949436615764957,33.40875391249452,7.641683620436864,28.759477493908356,3.455667986555526,34.705075145151945,8.832321014224105,30.160227464795383,4.507065539498487,svi_rio,1.3620799279382594,1.3122133399409617,1.656641395325809,1.9147598010781288,0.04986658799729771,-0.2945614673875496,-0.5526798731398694,1.0380018907592734,0.5329422627776873
12,310,27.671653225806455,71.82459677419355,3.1900282258064516,34.59940955284379,8.744554461203634,29.261538434868783,3.7921687893969587,36.49543743522565,10.544627007851059,31.335829707725217,5.517132383630132,37.82975600486984,11.841390811942315,32.787921103331186,6.856452904334376,svi_rio,1.3620799279382594,1.8957328808232887,2.2859707974246035,2.5670963588221487,-0.5336529528850293,-0.9238908694863441,-1.2050164308838893,0.7184978124907176,0.7531548168667282
1,310,24.63,55.13346774193548,5.574177419354839,29.381837171511922,4.099807432275772,21.49819750738931,0.6150963355762513,31.231267145690058,5.525457828146995,23.623142492708418,1.1668546434604699,32.483811168358585,6.617806844032375,25.05376398111497,1.6559685821540575,svi_capetown,1.2021979780491456,0.8887976841920305,1.1978645833693973,1.4346750413448448,0.3134002938571151,0.004333394679748359,-0.23247706329569917,1.352611510393408,0.4611140877163027
2,283,24.485512367491165,54.06669611307421,5.167062720848056,29.427858490710488,4.0574858203955895,21.56934789288843,0.6149202359877314,31.246865735756806,5.509515151030196,23.651966172058305,1.0710888568673582,32.47926282822478,6.611524654073096,25.055393353346922,1.4783118133191708,svi_capetown,1.2021979780491456,0.8796227775039133,1.1944083687214408,1.433313124723224,0.32257520054523237,0.007789609327704783,-0.2311151466740784,1.366719926762921,0.4558562908097478
3,310,22.659112903225807,59.29354838709678,4.7308911290322575,27.179925489752808,2.800174965360502,19.824622349285775,0.3885978435621655,28.955027167663484,3.902724951901693,21.83987142020703,0.6627522261306938,30.156148340239927,4.791901810862501,23.200675135008982,0.9371607054210193,svi_capetown,1.2021979780491456,0.607050225079329,0.8460721525555193,1.038836897274961,0.5951477529698166,0.35612582549362637,0.16336108077418454,1.9803929368316155,0.27596074021302025
4,300,20.742791666666665,59.7375,4.141658333333333,25.152398062392297,2.0814648895704138,18.04120471274286,0.20297068217216804,26.862886696754856,2.8398467946303083,19.966598743070037,0.4058220491706976,28.018402707820716,3.4618250091611533,21.267792093442733,0.5907275699507311,svi_capetown,1.2021979780491456,0.45124099220198804,0.6156506851168125,0.7504894076238467,0.7509569858471576,0.5865472929323331,0.4517085704252989,2.6642038263913053,0.1306795099003197
5,310,18.319274193548388,67.55524193548388,3.599036290322581,22.50493801599612,0.9859892581354183,16.02969710223293,0.011219759162424332,24.165214188027537,1.497267684063455,17.866103299503965,0.07528718020345203,25.28416105065257,1.9499012897212769,19.107192335506994,0.15276288406652078,svi_capetown,1.2021979780491456,0.2137527149128869,0.32459281861257183,0.4227193055614594,0.9884452631362588,0.8776051594365738,0.7794786724876862,5.624246590454261,0.0
6,300,16.231749999999998,70.64583333333333,4.1118,18.77054178937672,0.418703741990784,12.769334623359388,0.0,20.51104045495271,0.7327551191470884,14.65664628083473,0.011079095829368401,21.677986840871142,0.9931671454771109,15.928298926589589,0.02737895058791003,svi_capetown,1.2021979780491456,0.09077082823799179,0.15885405930304194,0.21530880986419207,1.1114271498111539,1.0433439187461038,0.9868891681849535,13.244320905578894,0.0
7,310,15.251612903225807,70.95483870967742,4.036060483870968,17.94400699005401,0.23852692469736972,11.609936811556281,0.0,19.670738289975457,0.481150805992151,13.471042437028148,0.0,20.82513133146603,0.7217843117491707,14.724311964453763,0.0018331634137340764,svi_capetown,1.2021979780491456,0.051710277077767104,0.10430873380693635,0.15647569681405707,1.1504877009713785,1.0978892442422092,1.0457222812350886,23.24872435398402,0.0
8,310,15.57548387096774,69.54072580645162,4.172705645161291,18.42592345723781,0.4288367839981074,11.620565318314487,0.005917039137606509,20.15147186077142,0.7031641180856197,13.502295004831268,0.02891090196427046,21.306559564583875,0.9513924298765309,14.770866553396544,0.053730878244628306,svi_capetown,1.2021979780491456,0.09296757147988848,0.1524390230724846,0.2062524648780165,1.109230406569257,1.049758954976661,0.9959455131711291,12.931369066784919,0.0
9,300,16.967875,65.05666666666667,4.605258333333333,19.951325231369488,0.8272861695774746,12.510512907509094,0.05777879433057541,21.69725090150078,1.1653442003974366,14.446968974639779,0.11617831513652258,22.86570766894979,1.4540636152126198,15.751482111246245,0.17204969824810631,svi_capetown,1.2021979780491456,0.17934745566242388,0.2526350916986643,0.3152266039850278,1.0228505223867217,0.9495628863504813,0.8869713740641179,6.7031783283950155,0.0
10,310,20.011370967741936,58.237096774193546,4.7841249999999995,23.96575205336873,1.7971682883105755,16.12533288078934,0.18004453444538837,25.707519407183593,2.473076501203935,18.10308961613736,0.33263277550760867,26.879451655640157,3.030560001459626,19.434998415147078,0.4813178741790732,svi_capetown,1.2021979780491456,0.38960830213118947,0.5361385146520548,0.6569954212720523,0.8125896759179562,0.6660594633970909,0.5452025567770933,3.085658009526552,0.06891069988165541
11,300,21.1905,55.781666666666666,5.313491666666667,24.815611609529324,1.76569102454652,16.82913425858292,0.14752596455609232,26.609705871633746,2.5312906963879427,18.885544631440716,0.2970547555648961,27.81758145649681,3.2101599761006656,20.270878028902583,0.4612051842858496,svi_capetown,1.2021979780491456,0.3827843428110649,0.5487587761451483,0.6959309186530344,0.8194136352380808,0.6534392019039973,0.5062670593961113,3.140666541427813,0.06232226232461744
12,310,22.706129032258062,56.85806451612903,5.339080645161291,26.78621351588329,2.3064759343217136,18.98057975199661,0.18908119584849517,28.591567136369836,3.3797654542020963,21.053402831643236,0.3878403547749055,29.812468205120837,4.29911215037196,22.45045817110253,0.5914643535630363,svi_capetown,1.2021979780491456,0.5000211602455326,0.7326997080786285,0.9320049749779072,0.7021768178036131,0.46949826997051713,0.2701930030712384,2.4042942051868628,0.17895939190899832
